url,result
http://wildernesssafariss.000webhostapp.com/,1
http://recordingcardvirement.000webhostapp.com/,1
http://secureaccountpay-pal.000webhostapp.com/,1
http://kate3712.000webhostapp.com/,1
http://extraneous-fleets.000webhostapp.com/,1
http://ertyufa.000webhostapp.com/,1
http://testq1w2e3r4.000webhostapp.com/,1
http://bitoex-bonuses-btc.000webhostapp.com/,1
https://www.login-blockchain-com.live/,1
https://www.login-blockchain-com.digital/,1
http://notificationkzebi.com,1
https://zoosummit.ru/wp-admin/maint/MTB-ELA7A/dashboard/login.php,1
https://www.chikh-ali.com/wp-includes/accesst/wells/,1
https://www.chikh-ali.com/wp-includes/accesst/wells,1
https://chikh-ali.com/wp-includes/accesst/wells/,1
http://refundpaiment.com/directing/royalbank/cgi-bin/rbaccess/rbunxcgi/ClientSignin.htm,1
http://kadubeureum-serang.desa.id/wp-content/auto/autolink/autolinkauto/mailboxx/mailbox/[email protected]__/,1
http://duniafan.com/dirr/excelz/[email protected],1
https://recover-paypal.com/us,1
https://ad69e733ebae8d264bccaa38d68830e8.webredirect.org/optty//indexa.php?P=_93894575342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&fy9=,1
https://paleokastritsa-k7.mywire.org/ourpur/,1
https://arks.ganeshasolutionz.in//wp-includes/fonts/Language/Language/Caption//Initials.htm,1
https://zionhighschools.com/wp-content/themes/ivy-school/vc_templates/american-express/home/?cmd=www.ssaonline-account-service.com-update_submit&id=93dd5ecd270aecd21435f29da5626bcb93dd5ecd270aecd21435f29da5626bcb&session=93dd5ecd270aecd21435f29da5626bcb93dd5ecd270aecd21435f29da5626bcb,1
https://vitalsource.info/wp-admin/maint/e01613f3b822e4424c1041bccaa325ed/login.php?cmd=login_submit&id=2edec6786895650d74a6eb549e4151ed2edec6786895650d74a6eb549e4151ed&session=2edec6786895650d74a6eb549e4151ed2edec6786895650d74a6eb549e4151ed,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=e1fc7be1fe3ced1a845dffea2699b612e1fc7be1fe3ced1a845dffea2699b612&session=e1fc7be1fe3ced1a845dffea2699b612e1fc7be1fe3ced1a845dffea2699b612,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=ca330381ca67b8729f3d68ac535710c9ca330381ca67b8729f3d68ac535710c9&session=ca330381ca67b8729f3d68ac535710c9ca330381ca67b8729f3d68ac535710c9,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=baa19f527aacc0aba06bea481dbba76bbaa19f527aacc0aba06bea481dbba76b&session=baa19f527aacc0aba06bea481dbba76bbaa19f527aacc0aba06bea481dbba76b,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=a3a448969092e879cfec14f692fd95f9a3a448969092e879cfec14f692fd95f9&session=a3a448969092e879cfec14f692fd95f9a3a448969092e879cfec14f692fd95f9,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=7792686e063db671d307c178856435177792686e063db671d307c17885643517&session=7792686e063db671d307c178856435177792686e063db671d307c17885643517,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=4e1c7b6d1c11673db70222f6ea22afa74e1c7b6d1c11673db70222f6ea22afa7&session=4e1c7b6d1c11673db70222f6ea22afa74e1c7b6d1c11673db70222f6ea22afa7,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=44d9648da6201ef3b163b3c466d7543b44d9648da6201ef3b163b3c466d7543b&session=44d9648da6201ef3b163b3c466d7543b44d9648da6201ef3b163b3c466d7543b,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=02a17fcba45ec19c45eb15c71f72dc9902a17fcba45ec19c45eb15c71f72dc99&session=02a17fcba45ec19c45eb15c71f72dc9902a17fcba45ec19c45eb15c71f72dc99,1
https://vitalsource.info/wp-admin/maint/ch45e0nline/login.php,1
http://hamt.jp/program/wp-content/themes/twentyfourteen/home/latampass/cadastro/?cli=cliente&/a3r1qd8jo6/2fa2f2vove.php,1
http://hamt.jp/program/wp-content/themes/twentyfourteen/home/latampass/cadastro/?cli=cliente&/1vo8yxwj8t/wbqygpbmsv.php,1
http://hamt.jp/program/wp-content/themes/twentyfourteen/home/latampass/cadastro/?cli=cliente,1
http://shopbundlebee.com/ch/9b4f2f00f301fe3decdffb2fa4a64e2b/verification-email.php?cmd=_account-details,1
http://www.chikh-ali.com/wp-includes/accesst/wells/,1
http://www.chikh-ali.com/wp-includes/accesst/wells,1
https://verinit166.com/chase/dash.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=NDA3NTMwMzcyNDA3NTMwMzcy&session=NDA3NTMwMzcyNDA3NTMwMzcy,1
https://verinit166.com/chase/dash.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTg0NzMxNjc5Mw==MTg0NzMxNjc5Mw==,1
https://hindikavikssoni.com/wp-includes/Requests/Proxy/BOAlastestedit/step2.php?cmd=login_submit&id=5b089452c312e0fce416908324d544a05b089452c312e0fce416908324d544a0&session=5b089452c312e0fce416908324d544a05b089452c312e0fce416908324d544a0,1
https://www.thelogodept.com/wp-admin/includes/acess2/WellsFargo/WellsFargo/wells/wells.htm,1
https://vampastla.000webhostapp.com,1
https://hstsshj.000webhostapp.com,1
http://swrnotificationsoshmobile.webnode.ro/,1
https://blowiest-stowage.000webhostapp.com,1
http://www.aottoim.com/wp-includes/rest-api/plots/amex/sett.php?cmd=login_submit&id=2de7027350a02838026fc075b189ab312de7027350a02838026fc075b189ab31&session=2de7027350a02838026fc075b189ab312de7027350a02838026fc075b189ab31,1
http://www.aottoim.com/wp-includes/rest-api/plots/amex/sett.php?cmd=login_submit&id=11332f20201275975e61638169d963be11332f20201275975e61638169d963be&session=11332f20201275975e61638169d963be11332f20201275975e61638169d963be,1
https://niko.lv/wp-includes/css/chaziiiiiiii/chaseall%20newinfo_ad_3/Validation/step2.php,1
https://niko.lv/wp-includes/css/chaziiiiiiii/chaseall%20newinfo_ad_3/Validation/login.php,1
https://myrnd.info/wp-includes/css/wsign/code/www.loginalibaba.com/alibaba/alibaba/[email protected],1
http://www.paullemmerick.com/wp-content/themes/twentytwelve/ww/login.php?cmd=login_submit&id=2cafba53e8f4080f66fb5838ca62adb32cafba53e8f4080f66fb5838ca62adb3&session=2cafba53e8f4080f66fb5838ca62adb32cafba53e8f4080f66fb5838ca62adb3,1
https://izishop.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=ba72b71a085be836a78a1c4417fae3b6ba72b71a085be836a78a1c4417fae3b6&session=ba72b71a085be836a78a1c4417fae3b6ba72b71a085be836a78a1c4417fae3b6,1
https://izishop.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=b1189a5b09b48a1608ea7f7ca236372cb1189a5b09b48a1608ea7f7ca236372c&session=b1189a5b09b48a1608ea7f7ca236372cb1189a5b09b48a1608ea7f7ca236372c,1
https://izishop.info/wp-admin/maint/bc110ff6f6b2bbf1dde4477193cb9c7b/login.php?cmd=login_submit&id=cdac19dc2ebf4d53105fd526eafab3decdac19dc2ebf4d53105fd526eafab3de&session=cdac19dc2ebf4d53105fd526eafab3decdac19dc2ebf4d53105fd526eafab3de,1
https://izigroup.info/wp-admin/maint/91ff3c860901590bbc101987fdf40fdd/login.php?cmd=login_submit&id=94111a451bfc9ae412cd40006027388b94111a451bfc9ae412cd40006027388b&session=94111a451bfc9ae412cd40006027388b94111a451bfc9ae412cd40006027388b,1
https://shopbundlebee.com/ch/e7b9f2607e023986f2b75a6b5414edab/verification-card.php?cmd=_account-details,1
http://opticasotojoyeria.com/2020/voy2020/,1
http://opticasotojoyeria.com/2020/voy2020,1
https://atendimento-sac-pg.joomla.com/br/netflix/index.php?q=4pmdm66q4pmd-xyhj-4pmdxyhjxyhj-6wkixyhj&s=4pmdm66q4pmd-xyhj-4pmdxyhjxyhj-6wkixyhj&n=4pmdm66q4pmd-xyhj-4pmdxyhjxyhj-6wkixyhj,1
http://atendimento-sac-pg.joomla.com/homen,1
http://help.mac-us-111.live/,1
https://atendimento-pg-series.joomla.com/br/netflix/index.php?q=61d1sxep61d1-90j9-61d190j990j9-wt1w90j9&s=61d1sxep61d1-90j9-61d190j990j9-wt1w90j9&n=61d1sxep61d1-90j9-61d190j990j9-wt1w90j9,1
http://atendimento-sac-pg.joomla.com/conta/long,1
http://173.232.146.30/,1
http://mrhydra.com/111_files/Update/cs/customer_center/xBanana-MotherFucker292/myaccount/success/,1
http://facebookfriends.robertholiveira.com.br/,1
http://12stepcds.com/pp/customer_center/customer-IDPP00C483/myaccount/settings/,1
http://12stepcds.com/pp/customer_center/customer-IDPP00C483/myaccount/settings,1
http://spacegame.ml/login/vk/,1
http://mobilepresentepravoce.com/smilescomvoce/,1
http://mobilepresentepravoce.com/smilescomvoce,1
http://itclas30horas-personalite.com/,1
http://www.zonamasa.com/amazkn/mazon,1
http://www.sastaservices.com/dd/be601d487ab308f7787aa6efb6dd97a3/,1
http://www.decifra.com.br/legitserver/ATT/60627399dd6eb09053ef3fb77f88833b,1
https://zoosummit.ru/wp-admin/maint/MTB-ELA7A/dashboard,1
https://www.nafora.com.sa/nafora.com.sa/m.youssef/made-in-chin-new%20dd,1
https://www.communityreview.info/ebay.co.uk/SignIn&_trksid=m183.2093,1
https://sempreaberto.com.br/wp-admin/64565/banks/Simplii,1
https://sempreaberto.com.br/wp-admin/64565/banks/ATB,1
https://christophermadden.uk/complexity/vp/Exc3l,1
http://peruanatravel.com/nbt,1
http://nowskins.com/openid/login,1
http://miguelseychelles.com/wp-content/PP,1
http://labanquepostalevoscompteslabanquepostalebizspro.com/fr/redirect/codesmsconfirme/sms,1
http://labanquepostalevoscompteslabanquepostalebizspro.com/fr/redirect,1
http://ddt.yaguo.ru/gf/Office,1
http://chikh-ali.com/wp-includes/accesst/wells,1
http://pp-review-form.com/,1
http://news-dd.com/prelander/414/,1
http://news-dd.com/prelander/414,1
https://exodus.io98741.ml/?fbclid=iwar0ooevng7jaxlnhk2s0vl9x59jtaff-nxvg87lchw1zw1jj5imm8dzxp0u,1
http://exodus.io98741.ml/?fbclid=iwar0ooevng7jaxlnhk2s0vl9x59jtaff-nxvg87lchw1zw1jj5imm8dzxp0u,1
http://appvalidation2020.autolineesmec.xyz/,1
http://asefe.xyz/,1
http://cristianaradiofm.com/wp-includes/IXR/orange/customer_center/customer-IDPP00C312/login.php,1
https://optest0.hot-profile.com/outsourcing/hot-profile/include/proorg/service/dossie,1
https://afrikmania.weloobe.com/index.php?,1
https://afrikmania.weloobe.com/index.php?IMPORTANTE:,1
http://broad-medicine.com/module/link/ali/login.alibaba.com/images/login.htm,1
https://www.yoho.com.tw/public/views/0ffice/login.php?u1=_KDFUp_UJ0XK0QXStoGYGw1994256414%26fid.126InboxLight.aspxn.1994256516%26fid.1252855645289964213Inb0xiLighting_Product-userid%26userid=,1
https://www.yoho.com.tw/public/views/0ffice/login.php?u1=_KDFUp_UJ0XK0QXStoGYGw1994256414,1
https://www.yoho.com.tw/file/microsoftexcelverification/login.php,1
https://www.yoho.com.tw/views/0ffice/step2.php?ul=_JeHDCXZFUq_VJOXFGVQWHtoersdfGYDw17742523456676546418%26fid.13InboxLight.aspxn.1774256418%26fid.1252899642528194560278553343InboxLighwsd5dfgsgfgyuiokjlt996123212342_Product-userid%26userid,1
https://www.yoho.com.tw/views/0ffice/login.php?u1=_KDFUp_UJ0XK0QXStoGYGw1994256414%26fid.126InboxLight.aspxn.1994256516%26fid.1252855645289964213Inb0xiLighting_Product-userid%26userid=,1
http://bcpzonasegurabeta.vipbcp.xyz/iniciar-sesion,1
https://giveskins1x.fun/,1
https://linkednotes.info/ioe/app/signin,1
https://nab.com.au.nabsecure.services,1
https://mojozone53.com/Schwab/schwab/schwab/home/,1
http://diyar.uz/192837560311ocKontaktiert3A2F2F2Fws2FISAPId[email protected]balaha-records.de.html,1
https://recover-paypal.com/us/,1
http://recover-paypal.com/us,1
http://mallika.biz/creation/program/determination/go/Errorcode.html,1
http://mallika.biz/creation/program/determination/go/Lastcode.html,1
http://mallika.biz/creation/program/determination/go/need.html,1
http://yourecofamily.com/mnbvcx/login.php?cmd=login_submit&id=b3feebc9fdaf62a6dfefb15ce3efd0f4b3feebc9fdaf62a6dfefb15ce3efd0f4&session=b3feebc9fdaf62a6dfefb15ce3efd0f4b3feebc9fdaf62a6dfefb15ce3efd0f4,1
https://ramrokaam.com/rx/Dhl/Dhl/,1
https://ramrokaam.com/rx/Dhl/Dhl,1
http://medienschmiede-sander.de/tim/0Q3cJQkOjXwusmhyEjKn915MuqpVtyEuoIG8z1WSZtnsPE0tYKR7LWUgnkcQSRlhA1p93m22Ppu/,1
http://medienschmiede-sander.de/tim/0Q3cJQkOjXwusmhyEjKn915MuqpVtyEuoIG8z1WSZtnsPE0tYKR7LWUgnkcQSRlhA1p93m22Ppu,1
http://bruninglandscapeltd.com/home/Signin,1
http://miguelseychelles.com/wp-content/PP/,1
https://estado-verify.com/imagenes/comun2008/banca-en-linea-personas.html,1
http://sjr-photo.com/wp-content/upgrade/google/41ce6a5564fff033fba4214466db5d7c/Verification.html,1
http://d942m.weblium.site/,1
http://ssl.tobecolored.com/,1
http://gabungchatwhatsapp2020.ygto.com/,1
https://gabungchatwhatsapp2020.ygto.com/,1
https://ndt-college.kz/text/slgl/eilg/20200430100006/lhne60/feedback.php?pID=748427728&src=3A277F1C1D24F65B227F221D38656B8E,1
https://erodemithra.com/wp-includes/fonts/ring.html,1
https://erodemithra.com/wp-includes/fonts/errr.html,1
https://erodemithra.com/wp-includes/fonts/select.html,1
http://marmaladedigital.in/wp-includes/Requests/hakam%20new/serro.php,1
http://atefnet.com/Instalation/Regionale-172-31-15-233-500/b183dee63189f0530c789e99a521437d/Informations.php,1
http://atefnet.com/Instalation/Regionale-172-31-15-233-500/b183dee63189f0530c789e99a521437d/Questions.php,1
https://zoosummit.ru/wp-admin/maint/MTB-ELA7A/dashboard/login.php?7a=,1
https://zoosummit.ru/wp-admin/maint/MTB-ELA7A/dashboard/login.php?7a6f6f73756d6d69742e72757a6f6f73756d6d69742e72757a6f6f73756d6d69742e72757a6f6f73756d6d69742e7275,1
https://zoosummit.ru/wp-admin/maint/MTB-ELA7A/dashboard/,1
https://zoosummit.ru/wp-admin/maint/MTB-ELA7A/dashboard/login.php?7a6f6f73756d6d69742e72757a6f6f73756d6d69742e72757a6f6f73756d6d69742e72757a6f6f73756d6d69742e7275=,1
http://www.zonamasa.com/amazkn/mazon/,1
https://vitalsource.info/wp-admin/maint/e01613f3b822e4424c1041bccaa325ed/login.php?cmd=login_submit&id=a1e10dff7553fe9a7c1c43fa5e10a03aa1e10dff7553fe9a7c1c43fa5e10a03a&session=a1e10dff7553fe9a7c1c43fa5e10a03aa1e10dff7553fe9a7c1c43fa5e10a03a,1
https://bruninglandscapeltd.com/home/Account,1
http://ddt.yaguo.ru/gf/Office/,1
http://three.gb-uk.co.uk/account/details2.php?&sessionid=897694fc5b08136d78b490859d80464f&securessl=true,1
http://three.gb-uk.co.uk/account/details.php,1
https://445d337b5cd5de476f99333df6b0c2a7.webredirect.org/kpotyy,1
https://amigos.com.pt/outlook.office/microsoft.php,1
https://cta-001.cf/0utlook//index.php?login=,1
http://u1037725.cp.regruhosting.ru/acces-inges-20200104-t452/3d4c1/sms2.html,1
http://u1037725.cp.regruhosting.ru/acces-inges-20200104-t452/3d4c1/sms.html,1
http://u1037725.cp.regruhosting.ru/acces-inges-20200104-t452/3d4c1/pass.html,1
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C773/login.php,1
http://oaktrim.com/Admin/css/ali/login.php,1
http://bitskims.com/kbgkoyvx/jj27xykd24sp,1
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C879/login.php,1
http://nowskins.com/openid/login/,1
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C841/login.php,1
https://445d337b5cd5de476f99333df6b0c2a7.webredirect.org/kpotyy//indexa.php?P=_93894575342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&fy9=,1
https://paleokastritsa-k7.mywire.org/ourpur,1
https://445d337b5cd5de476f99333df6b0c2a7.webredirect.org/kpotyy/indexa.php?P=_93894575342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&fy9=,1
http://peruanatravel.com/nbt/sms.html,1
http://peruanatravel.com/nbt/,1
https://www.nafora.com.sa/nafora.com.sa/m.youssef/made-in-chin-new%20dd/,1
https://amigos.com.pt/outlook.office/,1
https://amigos.com.pt/outlook.office,1
https://apps.modernstudioart.com/,1
http://labanquepostalevoscompteslabanquepostalebizspro.com/fr/homepage.php,1
http://labanquepostalevoscompteslabanquepostalebizspro.com/fr/redirect/codesmsconfirme/sms/,1
http://labanquepostalevoscompteslabanquepostalebizspro.com/fr/redirect/,1
http://labanquepostalevoscompteslabanquepostalebizspro.com/fr/homepage.php?web=succes&local=_&id=30560371,1
http://villasakuraubud.com/wp-content/plugins/arsip/admin/9bc99c590be3511b8d53741684ef574c/signin.php?country=us-united%20states&lang=en,1
http://villasakuraubud.com/wp-content/plugins/arsip/admin/cc3d69ed781b16bce06687822ae56e6d/signin.php?country=us-united%20states&lang=en,1
http://villasakuraubud.com/wp-content/plugins/arsip/admin/b4affa4f6b27df047d63d66fe4ac5600/signin.php?country=ro-romania&lang=en,1
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C531/login.php,1
https://www.livevgm.com/wp-includes/owa/,1
https://www.livevgm.com/wp-includes/owa,1
https://storage.googleapis.com/sharenetwork/Onedrive000.html,1
http://radioabbasfm.com.br/cgi-bin/secure.myacc/sign-in/made-in-china/login.php?cmd=login_submit&id=f22f211827049ca9c108d11f9102f36ff22f211827049ca9c108d11f9102f36f&session=f22f211827049ca9c108d11f9102f36ff22f211827049ca9c108d11f9102f36f,1
https://marchencfo.ru.com/Payment/Doc/login-option.php?cmd=login_submit&id=5fcdc2ddd0460653d9a74c11bdcd6f855fcdc2ddd0460653d9a74c11bdcd6f85&session=5fcdc2ddd0460653d9a74c11bdcd6f855fcdc2ddd0460653d9a74c11bdcd6f85,1
https://izishop.info/wp-admin/maint/bc110ff6f6b2bbf1dde4477193cb9c7b/login.php?cmd=login_submit&id=bbdd8728cf6a9327fe9639392ea9eea0bbdd8728cf6a9327fe9639392ea9eea0&session=bbdd8728cf6a9327fe9639392ea9eea0bbdd8728cf6a9327fe9639392ea9eea0,1
https://izishop.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=ec239a03a982bcc60460efd710ad59b9ec239a03a982bcc60460efd710ad59b9&session=ec239a03a982bcc60460efd710ad59b9ec239a03a982bcc60460efd710ad59b9,1
https://izishop.info/wp-admin/maint/ch45e0nline/login.php?cmd=login_submit&id=d5c3516b632f07f2349a79e522736236d5c3516b632f07f2349a79e522736236&session=d5c3516b632f07f2349a79e522736236d5c3516b632f07f2349a79e522736236,1
https://gov.hmrc.apply-rebate.uk/,1
http://gov.hmrc.apply-rebate.uk/,1
https://izigroup.info/wp-admin/maint/91ff3c860901590bbc101987fdf40fdd/login.php?cmd=login_submit&id=57d6ae50636bfc297501fe38de51c52557d6ae50636bfc297501fe38de51c525&session=57d6ae50636bfc297501fe38de51c52557d6ae50636bfc297501fe38de51c525,1
http://spatialsys.com.ru/alibaba.com/dhl/DHLCN/u.php?l=DHl-dTracking_=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHtoGYDw=_JeHFUq_VJOXK0QWHto=,1
https://efs.co.rs/chase,1
http://fotoblad.com/js/chaseonline/auth/login.php?cmd=login_submit&id=535932af6ab797998afabdb4a0b9c10e535932af6ab797998afabdb4a0b9c10e&session=535932af6ab797998afabdb4a0b9c10e535932af6ab797998afabdb4a0b9c10e,1
http://fotoblad.com/js/chaseonline/auth/login.php?cmd=login_submit&id=83c5404568136b202a059752ff2abcf883c5404568136b202a059752ff2abcf8&session=83c5404568136b202a059752ff2abcf883c5404568136b202a059752ff2abcf8,1
http://gueriniarmi.it/occasioni/components/com_content/views/category/tmpl/semprepresente,1
http://w2nossomundoporelas.com/desk/login.php?enc=985541055,1
http://receba-emcasa-bahianinho.com/desk/login.php?enc=985541055,1
http://resgateseuspontos.com.br.co25359.tmweb.ru,1
http://bcpzonasegurabeta.viabcp.com.entrepreneur.pe/m/,1
http://azulvbrasil.com.br,1
https://wdestaques11.em-qualquer-lugar.shop/,1
https://www.amazon.co.jp.wfd1gr2ed4eg9fdadhs.buzz/,1
https://updateappcaixa.com,1
http://www.ime.uff.br/wp-content/themes/twentynineteen/app/cadatro-nome-celular/pbb/pagina-inicial/html-index.php,1
https://ppl-acc-recovery.000webhostapp.com/signin/?country=&local=en_,1
http://u12787335.ct.sendgrid.net/ls/click?upn=wMdjTRJ0fRgi-2BXDBhV-2Fii6-2FsqcShvuKZbyj1KFo-2BeBL8ZVPra421zABFEqTef9dZ1BBYWGKwthriu7KReR8swQ-3D-3D52G3_3cuR9d2khDFbX4cXKQQfA-2B05I7rpxCJ2x6aXEOUCTLsZd-2BUIuCyaT6FDyZxuTWDuof7qKQCMJuUuYprLNtDqs19PoyrjIb4mFDzpnXS-2BPRX4sj83QChFTHKyZyIepHlUKXOwjqpfZKgsdTSdzg0GEzkCwRxKwEs7UzUjQ33Q5X3BK7UTesJnAhxWrMKfbpbg98hnWam1DCKg0nEKMH8cZ2X1erEynQq-2F7yr-2FAdS65DI-3D,1
https://secure.runescape.com.weblogin.ltd/loginform-theme-runescape-mod-forum-ssl-1-dest-forums.php?,1
https://firebasestorage.googleapis.com/v0/b/shenk14674-baseone.appspot.com/o/bill.htm?alt=media&token=59b00adf-2836-4730-89cd-b878a2cc605b#[email protected],1
http://paynoatr.cloudaccess.host/cache/TG-NT-V5/newdir.php,1
http://paynoatr.cloudaccess.host/cache/TG-NT-V5/,1
http://mesdelas.com/mobile/carrinho.php?enc=845276446,1
https://www.amazon.co.jp.svfd365bd2cvbdshr9.buzz/,1
https://saldao-de-mes-das-maes.com/americanas/643977791/?iphone-8-plus-64gb-silver-tela-5.5%E2%80%9D-ios-12-4g-c%C3%A2mera-12-mp-apple-&skullid=533101182&cart=NTMzMTAxMTgy,1
https://americanascrediario.com/MeusProdutos/Prefetch.php?skullid=42506506,1
http://alertasynotificaciiones-baancolombia.zz.com.ve/,1
https://www.pimienta.ovh/login.php,1
http://amazon.co.jp.32sd1g35w4hr684h5er4er85674hje68r41er485er5t41erj856t4er56456rh.buzz/,1
https://wdestaques16.em-qualquer-lugar.shop/,1
http://zonaseguravialbcp-iniciar-sesion.com/iniciar-sesion,1
https://wwwbcpenlineabeta9-viabcp.com/iniciar-sesion,1
https://bcpzonasegurabeta-viabcp-com.fusiontechsoftware.com/pagina/inicia-sesion,1
https://succesmantra.com/smbc.co.jp/jp/smbc.co.jp/smbc.co.jp,1
https://mesdelas.com/mobile/carrinho.php?enc=845276446,1
https://storage.googleapis.com/outlook-web-app22420.appspot.com/%2525%2525%2525%2525%2525/owaweb.html#[email protected],1
https://circuitodesignpr.com.br/AT_Secure/index.php,1
https://www.zonasegura-vialbcp.com/iniciar-sesion,1
https://viabcp-bcpzonasegurabeta-pe.com/iniciar-sesion,1
http://u1037725.cp.regruhosting.ru/acces-inges-20200104-t452/3d4c1,1
https://www.mysurveygizmo.com/s3/5581473/AT-T-LOGIN,1
https://radiodouradacd.com.br/mdc/www.PayPal.com-Re-Secure-Your-Account-verification-support.id/login/signin/myaccount/settings,1
https://radiodouradacd.com.br/mdc/www.PayPal.com-Re-Secure-Your-Account-verification-support.id/login/signin/myaccount/identity,1
https://efsbg.yunethosting.rs/EFS/chase/Logon.aspx,1
https://setting-akunfb7.webnode.com/,1
https://peringatan-id80.webnode.com/,1
https://konfirmasi-akun4117.webnode.com/,1
http://promocaolevetudo.com/promocao/promocao.php,1
https://www.vizor.cloud/content//wp-content/plugins/https:/homebanking.bpergroup.net/[email protected],1
http://mesdeabrilofertas.com/promocao/promocao.php,1
http://cartetitolari.mps.it.id1998177.xyz/mps/,1
http://ebay.leintal.com/rebay/signin/?cmd=_login&dispatch=5554c1da3c01d1f872b51fb38&locale=de_,1
http://borrachao.com.br/banner/demo/Account/Login/Summary/myaccount/signin,1
https://mnotify.com/wp-includes/SimplePie/Content/Type/Neteller/members-neteller-authentication/,1
https://estudiomaskin.com/wp-admin/ssh/yahhh/New%20YahoomassStore/,1
https://blakefields.buzz/ClosingCD/nridistribution.com,1
http://appvalidation2020.autolineesmec.xyz,1
https://mailview11982.xyz/,1
https://banco-bradesco4.gotdns.ch/loginicial/mobile/?cliente=cnVhbi51Y2hvYUBob3RtYWlsLmNvbQ==&key=a28b128772ce5803eaaf4dd6072a540c,1
https://banco-bradesco4.gotdns.ch/loginicial/html/?cliente=cnVhbi51Y2hvYUBob3RtYWlsLmNvbQ==&key=a28b128772ce5803eaaf4dd6072a540c,1
https://login.email-support.dnsabr.com/authorized/signin/index.php,1
https://netflirx-renewsubrscription.com/?restart,1
https://autismdigest.com/adfs/index.html,1
https://zonasegura-viaibcpiniciar-sesion.com,1
http://zhycron.com.br/adfs/index.html,1
